"AnnualIncome","CreditScore","Experience","LoanDuration","NumberOfDependents","MonthlyDebtPayments","CreditCardUtilizationRate","NumberOfOpenCreditLines","NumberOfCreditInquiries","DebtToIncomeRatio","PaymentHistory","LengthOfCreditHistory","SavingsAccountBalance","CheckingAccountBalance","TotalAssets","TotalLiabilities","UtilityBillsPaymentHistory","JobTenure","InterestRate","MonthlyLoanPayment","TotalDebtToIncomeRatio","LoanApproved","EmploymentStatus_Self-Employed","EmploymentStatus_Unemployed","EducationLevel_Associate","EducationLevel_High School","EducationLevel_Master","EducationLevel_Other","MaritalStatus_Divorced","MaritalStatus_Other","MaritalStatus_Single","HomeOwnershipStatus_Other","HomeOwnershipStatus_Own","HomeOwnershipStatus_Rent","LoanPurpose_Auto","LoanPurpose_Debt Consolidation","LoanPurpose_Education","LoanPurpose_Other"
22586,541,16,60,1,329,0.411960883633932,1,1,0.128344139346447,24,1,854,1334,142452,64993,0.838670125349795,9,0.317388,1002.55118791575,0.707456577304038,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
61896,579,27,36,1,253,0.228498411631134,1,0,0.366301926715053,32,17,1000,76,4218,41224,0.719380640918365,9,0.232015269866838,641.764505868329,0.173471210908943,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
113642,575,4,84,2,514,0.297439762938572,3,2,0.200536235106395,26,27,888,2941,112599,15025,0.823568661652396,5,0.240008783940412,510.40597809813,0.108171905960627,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
23695,622,10,48,2,475,0.045360146704566,5,0,0.322763518195063,29,29,3459,300,99643,53086,0.645478875818306,6,0.201246450063,469.04096937993,0.478096291730709,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
71491,675,34,36,2,688,0.29657657087162,4,0,0.0923724471275439,23,28,5067,2573,14720,22283,0.978043889882991,6,0.192183190895917,1266.64253017785,0.328093191620402,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
25936,567,25,96,2,964,0.219767899522896,2,1,0.413328246967068,21,5,7095,621,13761,30849,0.921356619794,7,0.300687805641991,735.090582984873,0.786130744749324,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
71617,624,21,24,0,318,0.278606141732648,7,0,0.365948434169911,23,28,400,958,107241,86544,0.699109062315557,6,0.186718205535859,714.696000847061,0.173036457966191,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
94299,541,0,36,1,292,0.0475984497629705,3,0,0.329749303247563,20,9,5384,2365,175610,13033,0.864322988121558,6,0.209863666163753,375.776644377216,0.156635581862949,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
63410,592,5,120,3,256,0.16841141253577,2,0,0.0696150191102581,20,13,1943,485,20646,43292,0.859610951558784,1,0.283318495164008,294.392684815698,0.104158842734401,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
48090,547,6,60,4,745,0.132624484891884,3,0,0.366134073307766,26,16,4422,73,26975,43722,0.80429703301736,6,0.21518260134371,368.374043390827,0.277822593484923,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
36786,632,26,36,3,257,0.0755976016799844,5,0,0.0199212738406604,18,11,8815,3511,15125,22176,0.908752513526393,2,0.178268173963476,461.639398138633,0.234428118786049,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
39893,514,26,96,1,485,0.0437842633295762,5,1,0.261520433156976,23,27,951,4001,59116,11961,0.630756738048352,4,0.321966372696978,607.191450728673,0.328536269740157,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
40486,522,12,60,3,395,0.600738297212397,5,2,0.271017167664947,25,22,8186,390,39390,40703,0.827988235708022,5,0.259420933425962,239.0701407262,0.187937600373324,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
96152,587,20,72,0,311,0.253566134220529,2,2,0.209147609115117,20,18,1688,653,47875,19600,0.603942882886748,4,0.244595382752526,620.809289531728,0.116292032140577,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
23290,599,11,72,0,152,0.135888304544588,0,0,0.253879688341648,22,6,2399,1573,24731,13838,0.946288054056512,3,0.214035313995853,413.565490782121,0.291403430201179,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
87709,564,12,60,3,581,0.37211930648115,2,2,0.367930108554038,27,29,1934,991,98672,74806,0.766769104933712,4,0.251540005263404,321.97417940103,0.123541371499075,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
89887,616,16,60,1,229,0.469849213815452,1,0,0.129787310450492,34,29,6402,681,12166,25450,0.864165418452366,7,0.257756667483209,855.931107093348,0.144839334777222,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
102122,646,24,72,1,142,0.290222685702712,2,0,0.239786248603462,19,9,2970,4120,103297,4836,0.875242792387994,3,0.213901028093148,610.739187165189,0.0884517561933987,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
59194,570,10,48,0,567,0.376760313417806,6,1,0.471791129003017,24,10,723,769,38869,28632,0.906351393297051,3,0.263722359915785,1150.77210489299,0.348232342107576,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
48173,533,18,24,3,264,0.0810599965563556,3,0,0.135590429262578,26,29,1819,365,15688,6952,0.858406669154979,2,0.183470322386754,490.450198158693,0.187935199757215,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
47252,620,22,36,4,489,0.190665114035758,2,1,0.14247017539094,30,11,732,470,92710,5897,0.603133773437877,5,0.225624227481512,1072.10921746813,0.396455401033131,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
50859,555,17,48,4,167,0.223515729417388,3,0,0.206070435352662,24,26,11317,640,176267,14189,0.925632202536554,7,0.233350320533338,598.35181517169,0.180582036258288,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39233,621,31,36,0,376,0.231357517863433,1,3,0.0688528682944156,18,21,5754,1091,126923,48119,0.91886006579172,2,0.2147997943591,710.771224454712,0.332405237770666,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
59021,514,30,48,0,251,0.334974127375536,3,0,0.225545685724474,17,2,5267,3884,40351,6971,0.821252142728731,4,0.230203084313908,587.450943790064,0.170471718972582,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
65351,612,25,60,1,275,0.0673816749193224,4,1,0.41658862287941,24,2,3347,3434,27883,9498,0.583050044471522,3,0.267032477526158,854.401475516727,0.207385008740505,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
26862,557,20,120,2,462,0.149385597989751,2,1,0.396999529376361,12,16,630,1047,35593,17513,0.903376521336432,6,0.313016707365194,299.079409068791,0.339995268737454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20589,564,15,36,3,377,0.261796756865232,1,4,0.612485926650609,22,28,3329,339,28495,10915,0.936614219142239,8,0.187627309121561,581.801945946868,0.558823806467649,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
34559,674,35,60,1,521,0.409537647806382,2,1,0.286284601195851,25,12,2092,1628,47650,14999,0.839076447630059,4,0.159004789895349,327.531805136766,0.294637624400046,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
53836,564,16,36,5,450,0.274748919530932,3,1,0.430469873476908,14,26,2333,1777,60151,45229,0.718323025167554,6,0.194483974439655,700.668708304018,0.256483106093473,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
64029,632,26,24,2,525,0.498378244499155,5,1,0.143824375173644,24,15,6752,663,20390,3963,0.827677440948583,3,0.164103391362119,1373.51365807433,0.355810084444424,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
52514,671,43,24,1,635,0.444809842511965,2,2,0.237461392821067,15,6,1973,1246,25530,10324,0.604961675095365,8,0.150243270918519,1501.84397630346,0.488291269292789,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
81996,628,14,12,1,436,0.481507073544178,4,0,0.0473637646157599,32,19,5444,216,85045,1699,0.906964180655698,5,0.151115731594029,1031.44157502197,0.214758023565341,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
15000,569,13,36,0,711,0.135156840201911,3,2,0.436189565979879,30,16,3092,533,28335,33118,0.805631859843569,7,0.171676543156543,323.377075006428,0.827501660005143,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
120125,500,29,48,0,237,0.460098011893597,2,3,0.0589001072999083,25,19,1237,1228,145386,9463,0.88322442396882,3,0.307875602545716,1594.16184475947,0.18292563693747,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0
26516,543,26,24,1,597,0.0536480838064426,2,2,0.450415368718822,20,1,11584,2348,129112,28106,0.933140904458751,6,0.215036835771145,859.540969286933,0.659167733875516,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
35895,602,7,48,1,303,0.221184714346849,3,2,0.0965877444388032,24,28,2353,1197,117232,90299,0.836911593332353,7,0.235108235545546,365.480838008735,0.223478759050141,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
71094,550,3,36,1,394,0.360641177445614,4,1,0.232800166675078,26,10,1558,898,19888,53227,0.871192521607404,6,0.25537194376456,689.1256650359,0.182821447385585,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0
52049,564,22,72,3,313,0.18986298703828,5,2,0.555761558230659,23,11,1052,871,116186,47681,0.827960541806828,5,0.294963590377844,650.826551348951,0.222212119660078,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
25532,645,35,96,1,411,0.332853287642893,6,1,0.468749187932769,19,14,728,606,28850,36116,0.816118070216144,3,0.241731926226448,513.788752177056,0.434649264692334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20149,516,24,60,0,207,0.355498582992494,3,1,0.363763383878664,23,13,1863,3074,154738,28152,0.892791542897968,4,0.280933545258775,1030.40195200177,0.736950887092224,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
36760,488,1,36,0,241,0.204621541797488,3,0,0.267930059945957,23,16,11416,808,114930,38113,0.74901845845719,3,0.233541468884188,1421.63455381511,0.542753390799274,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
46051,623,22,72,1,646,0.297840986183038,3,1,0.374581860746499,25,16,1614,4287,108122,30762,0.901484043142824,5,0.217538499238474,754.028142927456,0.364820258303391,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
29214,483,15,60,2,356,0.421966409552769,4,2,0.214421649040854,13,22,1595,277,38077,31206,0.798584842658337,9,0.296289379068788,566.121692258387,0.378772516844686,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
25536,655,47,72,1,266,0.656859182948333,4,1,0.169640803299657,25,27,1987,254,52469,4278,0.529534496717324,7,0.217659524560599,479.508023930944,0.350332718012662,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
105225,559,37,36,0,974,0.105236924353306,3,0,0.541694415985125,24,28,7447,3146,167840,38845,0.568331830885958,5,0.231246025142484,1255.44706654429,0.254249130895998,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
58084,468,24,36,2,275,0.0232824462706827,4,2,0.325367128586492,28,11,1787,2215,173487,8317,0.911544312573535,6,0.31865515425432,1302.48044114188,0.325903265851224,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
76837,629,0,96,0,307,0.374526816408319,6,1,0.330946883884716,25,20,685,583,131372,24014,0.948208241616075,2,0.299815953914699,1223.06018399058,0.238956781340851,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
26654,525,0,36,1,564,0.275346019534405,2,0,0.286999600883785,19,18,5270,2571,121961,63490,0.649889109843394,5,0.251813516406976,725.535043934298,0.5805665388764,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
77761,627,18,12,0,289,0.230746181006439,1,0,0.0253161606858143,18,19,2127,506,51593,22051,0.749487005938628,3,0.202951686523667,1866.09307348053,0.332571814685593,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29456,543,24,24,1,252,0.513536104796834,1,0,0.240612918900756,17,8,5789,710,80174,22032,0.900494505333072,4,0.237298432836741,1026.03853868703,0.520656656173423,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
41954,607,15,36,4,257,0.0195193867672525,3,1,0.169122082725443,20,11,756,448,26140,27813,0.787449046430192,1,0.187145052060696,429.999884738574,0.196500896621607,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
64736,599,16,48,2,575,0.0846060623476288,2,4,0.0705339617377065,25,14,2046,415,70923,39813,0.908008766932264,8,0.213179597421685,1030.85163983349,0.297673932247928,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
61108,490,0,48,1,303,0.120890664202115,0,1,0.161329033321101,18,21,630,1337,40874,5169,0.865414598619402,3,0.311435853813294,748.336090017541,0.206454688096657,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
28033,548,25,36,0,172,0.147386530762227,4,1,0.706732423379673,12,14,1203,523,20544,12183,0.911656546783743,6,0.2137608993367,1438.16769074662,0.689259525878766,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
103451,509,21,72,0,379,0.345504677977732,1,0,0.270575472643634,25,15,5385,923,20522,14465,0.829652494331579,5,0.30374760204562,1039.24773591229,0.164512405205822,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
65339,563,16,60,2,313,0.183683462779839,3,0,0.324152567162187,20,20,1507,1959,84279,11010,0.617430008439849,2,0.243869950364863,679.103763590128,0.18220733655369,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
28123,571,0,72,1,726,0.0555703242391147,0,0,0.636832627776495,32,19,154,1737,62332,31766,0.948330420860395,5,0.2738509299513,347.706053336871,0.458147162110815,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
50791,631,8,60,0,378,0.361765697852585,5,0,0.496731359345006,21,16,5909,788,27122,81902,0.733360992445865,4,0.202480994180511,677.627634910258,0.249405044573312,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
33985,635,23,72,0,610,0.412845769729111,1,0,0.155804401412059,30,6,1840,1715,53159,3922,0.938819525946277,0,0.226124092361414,1077.83251457603,0.595968520668304,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
36285,510,10,24,0,259,0.278312583848918,1,1,0.187430544034022,26,5,2764,489,46689,65821,0.928235741403211,5,0.231913235301862,962.164441503842,0.403857607773077,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
36859,581,0,48,2,847,0.151027071115087,1,0,0.371553588159173,30,16,6277,3226,24234,9577,0.766205635385875,5,0.240063634755487,489.210725435001,0.435023432681842,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
32634,654,40,60,1,387,0.225437800107394,1,2,0.111593809753174,28,22,5030,1222,53012,20360,0.949671199455245,7,0.209055509331065,435.325142059285,0.302381004618233,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
52257,594,21,72,0,333,0.276755644974198,3,2,0.404106553357275,22,9,3069,3419,16232,21484,0.963268678502667,5,0.229077385005762,253.212324577842,0.134614461123564,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
50478,522,23,36,3,741,0.157988431294518,5,1,0.103666849499472,25,2,5264,1898,152008,35634,0.664170834277064,9,0.250849183654941,1233.94731012959,0.469498944521477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25125,576,17,84,3,866,0.340034721421294,1,0,0.204178852309444,27,12,1068,911,29044,44055,0.707862348057241,7,0.235327763899892,457.952068963879,0.632335316520061,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
15000,610,7,36,1,473,0.379407366396614,0,2,0.149376642417955,21,10,1907,248,13956,74376,0.871699338657854,6,0.178171660678557,483.718809271223,0.765375047416979,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
54265,626,7,36,4,497,0.18763881609594,3,2,0.255306620659337,23,5,3292,1057,98395,50526,0.855494572172236,3,0.19156610145175,389.246708151799,0.195981949651186,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
112542,504,0,60,2,240,0.720288495054653,3,0,0.219480569723062,25,6,567,2977,49509,17024,0.764966312372435,6,0.28095270543281,1384.70271701838,0.173236948021366,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38448,522,2,60,5,333,0.295160778140033,5,1,0.608967611114996,36,24,8096,1137,53904,21406,0.749531943827534,5,0.304254568061264,391.839187498627,0.226229459269234,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
69675,599,12,72,0,560,0.451022247462029,1,0,0.164688795712393,21,12,785,1770,138659,86215,0.912825004436985,7,0.254009981182168,552.537102755684,0.191610265275468,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
47768,643,23,48,1,255,0.248853040597862,5,0,0.0903986765024185,16,8,7590,1071,173239,17212,0.773605937965657,8,0.200136393425081,676.202383323009,0.233931263604842,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
20826,587,13,84,0,569,0.0427486684406615,5,1,0.141009878069264,25,18,4793,1466,73311,57403,0.712405941935667,10,0.251707214178097,575.910325584809,0.659700562134721,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
23247,593,14,24,2,294,0.359763415846965,5,1,0.180664065722961,29,6,5416,278,121899,5959,0.818830227450956,6,0.225896573799368,1183.10682631204,0.762476100819222,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
34401,642,5,84,2,303,0.695166040515194,1,1,0.38169722456135,17,11,963,1904,17933,28152,0.929927069615403,9,0.283612643359263,915.01622405229,0.424877029406921,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
20776,540,1,48,0,384,0.504565527810406,2,0,0.158081166676346,15,5,455,2090,121338,22020,0.794161871639978,6,0.205417597564565,798.46786680591,0.68298105514396,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
58672,639,19,60,0,343,0.47767655039614,5,3,0.0980954507712972,24,1,3769,795,233595,64561,0.814851990733927,3,0.221831894087198,454.244112139745,0.163057835861688,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
64959,581,24,36,4,286,0.454280792007264,5,0,0.341730206098528,25,21,886,621,58397,12649,0.841719896110079,4,0.200590278907907,633.110590791895,0.169789052933431,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
88070,558,5,96,3,614,0.156903351628958,3,0,0.183786889295464,32,25,5620,1784,19667,10893,0.724578253040545,6,0.291079637890124,447.459910257972,0.144629487034128,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
59605,605,21,96,2,246,0.0133341568513473,1,3,0.477384189374156,21,3,1645,1057,101411,16634,0.799555145314193,4,0.2977668,428.837527155942,0.135861929802387,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
58128,563,4,48,4,356,0.135560613979703,2,3,0.437811412465565,18,9,560,876,64233,5083,0.672272238559362,6,0.275657004800559,981.614166874308,0.276138349891476,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
30592,508,0,60,1,428,0.45042514937032,3,1,0.107285310790483,24,6,3072,2343,84855,8121,0.706192209995777,7,0.254164768001037,819.128213675736,0.489197782561089,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
53965,473,15,24,0,443,0.130830738122014,3,1,0.438992325521217,23,25,6285,1298,16990,7474,0.987972289930653,5,0.301009974895786,997.796806742166,0.320384724931085,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
33233,591,13,36,5,121,0.20616679942728,1,1,0.526311872156217,24,5,6111,2282,52217,15106,0.859475026078253,5,0.201397346337236,959.988133383996,0.390330623194053,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
45203,590,4,72,1,819,0.0672886942944417,2,0,0.128255600736911,24,2,5952,1708,7660,11386,0.893573406407903,8,0.211576886264437,438.980057634772,0.333954841307375,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
41626,506,19,24,0,289,0.256827097079391,3,2,0.262567293672468,26,4,6177,3235,30800,41441,0.621245785078764,6,0.238332356921282,1281.32070579546,0.452694192801267,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
96144,591,0,72,2,264,0.386105212676257,3,0,0.372592259466455,20,17,4158,280,178716,39605,0.603242510392939,3,0.265771838669063,500.144923749695,0.0953750528893778,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
36300,560,21,48,2,457,0.493862324598283,2,2,0.249705022063827,22,9,1219,305,21147,55027,0.685759185799371,4,0.2282941303974,404.55735674533,0.284812349337299,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15000,590,10,108,5,303,0.129390465947422,3,1,0.309862830761982,28,2,5526,456,21391,21173,0.881054012656234,6,0.227696923180052,440.667582788704,0.594934066230963,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
20023,652,30,36,1,449,0.204513524707054,2,0,0.487933543317892,21,23,4343,322,35174,35089,0.952032276368027,7,0.150717336640963,536.989728188689,0.590914285484906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
121974,602,30,60,2,540,0.146734281749407,3,0,0.607398510879011,21,13,6917,495,151108,10419,0.921256013344338,8,0.245303137844987,936.877222474489,0.145297577104087,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
46019,591,16,72,1,168,0.154281083746386,1,2,0.389383088233649,34,12,9605,1120,26670,21449,0.635992695801819,4,0.254888709593423,710.338078044342,0.229037070265154,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
66754,473,32,72,0,248,0.235785747521833,2,0,0.308945076322759,25,27,2993,2700,70292,80269,0.710224300350846,6,0.246326107346153,397.049840828753,0.115957067590632,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
31501,586,15,24,0,519,0.471857362603822,0,2,0.1068757118658,28,14,2427,1869,41537,29406,0.853841800224945,3,0.192783338119024,1392.94070484784,0.728335241997843,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
77021,482,14,48,5,353,0.210300593364586,4,1,0.225036226228271,16,28,1861,2875,17163,2531,0.802362408008058,5,0.232848665616434,775.0472327828,0.175751636480877,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
121455,614,14,60,3,404,0.0346710975357321,1,3,0.23720982717446,20,6,12213,1399,54313,34192,0.864016491337886,2,0.191676723683032,510.947693456376,0.0903986852865383,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
46575,573,6,60,4,679,0.274179410567534,4,2,0.224464281430008,26,24,1748,2084,109420,9537,0.863759180277666,4,0.215584549559836,435.240468474835,0.287082890428299,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
33842,522,0,12,1,478,0.302108840775512,2,1,0.237695584878663,22,6,8867,431,50829,30735,0.881869189427099,3,0.225554141654435,1397.22812582225,0.664935213931417,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
68144,623,15,36,3,431,0.388960319644625,7,0,0.493763704907381,29,2,1135,1211,145105,32391,0.793383915931098,3,0.184355006131692,759.831554003474,0.209702668584786,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
99785,498,3,60,0,361,0.177807159918586,2,0,0.263481612593714,25,2,2518,2321,62238,30714,0.934842829223684,5,0.219178861980648,444.07857904254,0.096817587297795,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
41550,467,0,12,2,287,0.192594694667102,3,1,0.270567567719847,30,10,5463,1039,53784,6423,0.84147112454632,6,0.254308461817869,1619.87938832072,0.550723289045696,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
15341,598,12,72,3,242,0.120019223886917,2,0,0.31036173383041,23,26,3493,1458,21228,8104,0.721181397251918,5,0.274097854799357,709.980908254276,0.744656208790256,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
50292,542,20,72,1,211,0.193413994569653,2,1,0.263052912477304,12,1,7745,250,54821,80188,0.75180964933263,6,0.261497209541624,532.120688041063,0.177313454555252,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33945,499,17,60,4,559,0.483243797148876,6,1,0.633954678850276,27,24,1269,1336,138992,59948,0.753938785583605,3,0.31326565423184,1022.88751956048,0.559217859323191,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
69891,597,22,48,3,234,0.306666190703836,5,2,0.544135399193455,20,23,3671,176,32286,3005,0.793086916779621,4,0.2667144,878.385097750596,0.190991989998815,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
57594,546,0,96,1,512,0.0577771120399359,2,1,0.450726534180165,23,11,1417,2660,28060,8399,0.784198708356251,6,0.33076146658727,909.354814233709,0.296146434885657,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
28563,650,26,60,1,388,0.116206088888612,5,0,0.133943535197508,24,15,1272,933,87108,57019,0.765331418290944,3,0.179542658324793,424.492025632884,0.34134734823354,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
66421,578,20,36,0,413,0.083751063934802,2,0,0.136145718294869,26,18,2237,83,90095,69566,0.81194423522292,4,0.216854079566555,1603.4462932445,0.364302788559854,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
79160,601,30,72,1,515,0.216109663211939,5,2,0.458937623091357,26,5,1676,2699,16420,52455,0.780894149737274,4,0.288608065255606,783.565583146967,0.196851781174376,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
93615,495,26,72,3,659,0.361880339413679,1,0,0.446095838142732,13,20,3776,1754,214810,46299,0.871433792656638,7,0.248323835583419,354.992486411643,0.129978206878596,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55989,538,12,60,4,266,0.169449949832031,4,1,0.0872449467589889,28,14,710,1945,6856,19037,0.775195627588892,1,0.254698225319355,550.980777957732,0.175101704540049,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
48418,640,36,48,3,706,0.20782626605764,5,4,0.0849819989282402,25,22,446,1384,69668,13792,0.71818650356726,3,0.199099908864715,1264.91156610874,0.488474096272149,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
55747,567,6,48,0,378,0.105386935495231,0,2,0.0899439004351439,25,29,627,303,60796,44655,0.536925655416025,6,0.246025104581563,605.656751829752,0.211740201660305,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
38322,541,9,96,5,273,0.292668805446758,1,1,0.215549681276853,24,1,4264,520,122172,23766,0.833302832071599,3,0.302245506777819,971.860658079039,0.389810758753418,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
48026,612,3,48,2,373,0.295085364222124,1,0,0.380591020488718,28,6,1542,1551,8097,28368,0.829902553902449,3,0.233183844123294,934.365326852874,0.326664388502779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
